sentence1	sentence2	gold_label
A 120°C oil is hot. A 80°C oil is cold.	A 124°C oil is cold.	contradiction
A 120°C oil is hot. A 80°C oil is cold.	A 128°C oil is cold.	contradiction
A 120°C oil is hot. A 80°C oil is cold.	A 130°C oil is cold.	contradiction
A 120°C oil is hot. A 80°C oil is cold.	A 132°C oil is cold.	contradiction
A 120°C oil is hot. A 80°C oil is cold.	A 134°C oil is cold.	contradiction
A 120°C oil is hot. A 80°C oil is cold.	A 136°C oil is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 79°C butter is hot.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 82°C butter is hot.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 85°C butter is hot.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 91°C butter is hot.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 100°C butter is hot.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 103°C butter is hot.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 169°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 178°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 181°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 184°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 187°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 190°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 193°C butter is hot.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 79°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 82°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 88°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 91°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 94°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 97°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 106°C butter is cold.	entailment
A 166°C butter is hot. A 106°C butter is cold.	A 166°C butter is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 169°C butter is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 172°C butter is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 175°C butter is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 184°C butter is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 187°C butter is cold.	contradiction
A 166°C butter is hot. A 106°C butter is cold.	A 190°C butter is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 84°C gas is hot.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 88°C gas is hot.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 92°C gas is hot.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 96°C gas is hot.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 100°C gas is hot.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 112°C gas is hot.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 200°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 204°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 208°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 212°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 216°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 220°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 224°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 228°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 232°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 236°C gas is hot.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 84°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 88°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 92°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 96°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 100°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 104°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 108°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 112°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 116°C gas is cold.	entailment
A 200°C gas is hot. A 120°C gas is cold.	A 200°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 204°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 208°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 212°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 216°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 220°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 224°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 228°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 232°C gas is cold.	contradiction
A 200°C gas is hot. A 120°C gas is cold.	A 236°C gas is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 100°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 104°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 108°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 112°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 116°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 120°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 124°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 128°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 132°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 136°C oven is hot.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 216°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 220°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 224°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 228°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 232°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 240°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 244°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 252°C oven is hot.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 100°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 104°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 108°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 112°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 116°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 120°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 124°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 128°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 136°C oven is cold.	entailment
A 216°C oven is hot. A 136°C oven is cold.	A 216°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 224°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 228°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 232°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 236°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 240°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 244°C oven is cold.	contradiction
A 216°C oven is hot. A 136°C oven is cold.	A 248°C oven is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 2°C desert is hot.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 6°C desert is hot.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 8°C desert is hot.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 12°C desert is hot.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 18°C desert is hot.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 20°C desert is hot.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 60°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 64°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 66°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 68°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 70°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 72°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 74°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 76°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 78°C desert is hot.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 2°C desert is cold.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 6°C desert is cold.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 10°C desert is cold.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 12°C desert is cold.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 18°C desert is cold.	entailment
A 60°C desert is hot. A 20°C desert is cold.	A 60°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 62°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 64°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 66°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 68°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 70°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 72°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 74°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 76°C desert is cold.	contradiction
A 60°C desert is hot. A 20°C desert is cold.	A 78°C desert is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 100°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 104°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 112°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 120°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 124°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 132°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 136°C dish is hot.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 220°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 224°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 228°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 232°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 236°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 240°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 244°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 248°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 252°C dish is hot.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 104°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 108°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 116°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 120°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 124°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 128°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 132°C dish is cold.	entailment
A 216°C dish is hot. A 136°C dish is cold.	A 216°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 220°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 228°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 232°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 236°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 240°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 244°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 248°C dish is cold.	contradiction
A 216°C dish is hot. A 136°C dish is cold.	A 252°C dish is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 18°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 20°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 22°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 24°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 26°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 28°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 30°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 32°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 34°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 36°C cookie is hot.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 76°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 78°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 80°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 82°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 84°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 86°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 88°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 90°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 94°C cookie is hot.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 18°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 20°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 22°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 24°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 26°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 28°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 34°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 36°C cookie is cold.	entailment
A 76°C cookie is hot. A 36°C cookie is cold.	A 76°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 78°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 80°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 82°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 84°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 86°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 88°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 90°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 92°C cookie is cold.	contradiction
A 76°C cookie is hot. A 36°C cookie is cold.	A 94°C cookie is cold.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 100°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 104°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 108°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 112°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 116°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 120°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 124°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 128°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 132°C bacon is hot.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 220°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 224°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 232°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 236°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 240°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 244°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 248°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 252°C bacon is hot.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 104°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 108°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 116°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 120°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 124°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 128°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 136°C bacon is cold.	entailment
A 216°C bacon is hot. A 136°C bacon is cold.	A 216°C bacon is cold.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 220°C bacon is cold.	contradiction
A 216°C bacon is hot. A 136°C bacon is cold.	A 232°C bacon is cold.	contradiction
